1101102,フレッシュマン・セミナー,2, 1.0,1,春AB,金2,,保呂 篤彦,大学生活について知識と理解を深め、学問研究への動機づけを高める。とくに人文学類における各主専攻分野の学習と研究について理解を促すとともに、大学におけるコミュニケーションの方法等について基本的な指導を行う。,人文1クラス対象 対面,総合科目,フレッシュマン・セミナー,
1101202,フレッシュマン・セミナー,2, 1.0,1,春AB,金2,,田中 友香理,大学生活について知識と理解を深め、学問研究への動機づけを高める。とくに人文学類における各主専攻分野の学習と研究について理解を促すとともに、大学におけるコミュニケーションの方法等について基本的な指導を行う。,人文2クラス対象 対面,総合科目,フレッシュマン・セミナー,
1101302,フレッシュマン・セミナー,2, 1.0,1,春AB,金2,,前田 修,大学生活について知識と理解を深め、学問研究への動機づけを高める。とくに人文学類における各主専攻分野の学習と研究について理解を促すとともに、大学におけるコミュニケーションの方法等について基本的な指導を行う。,人文3クラス対象 対面,総合科目,フレッシュマン・セミナー,
1101402,フレッシュマン・セミナー,2, 1.0,1,春AB,金2,,和氣 愛仁,大学生活について知識と理解を深め、学問研究への動機づけを高める。とくに人文学類における各主専攻分野の学習と研究について理解を促すとともに、大学におけるコミュニケーションの方法等について基本的な指導を行う。,人文4クラス対象 対面,総合科目,フレッシュマン・セミナー,
1101502,フレッシュマン・セミナー,2, 1.0,1,春AB,金2,,磐崎 弘貞,大学生活について知識と理解を深め、学問研究への動機づけを高める。とくに人文学類における各主専攻分野の学習と研究について理解を促すとともに、大学におけるコミュニケーションの方法等について基本的な指導を行う。,人文5クラス対象 対面,総合科目,フレッシュマン・セミナー,
1102102,フレッシュマン・セミナー,2, 1.0,1,春AB,金2,2D304,小川 美登里,"これからの大学における学問との取り組み方,生活の仕方などについて考える。",比文1クラス対象 CDP 対面,総合科目,フレッシュマン・セミナー,
1102202,フレッシュマン・セミナー,2, 1.0,1,春AB,金2,2D305,近藤 隼人,"これからの大学における学問との取り組み方,生活の仕方などについて考える。",比文2クラス対象 CDP 対面,総合科目,フレッシュマン・セミナー,
1102302,フレッシュマン・セミナー,2, 1.0,1,春AB,金2,2D306,津田 博司,"これからの大学における学問との取り組み方,生活の仕方などについて考える。",比文3クラス対象 CDP 対面,総合科目,フレッシュマン・セミナー,
1103102,フレッシュマン・セミナー,2, 1.0,1,春AB,金2,2G407,今田 水穂,"教室内外の活動を通して,大学生活・学問の進めかた等について,相互の理解を深める。",日日1クラス対象 対面,総合科目,フレッシュマン・セミナー,
1104102,フレッシュマン・セミナー,2, 1.0,1,春AB,木2,"1H101,共同利用棟A101",黄 順姫,これからの大学生活のあり方を共に考え、社会科学の特質と方法の学習に必要な基礎づくりをする。,社会1クラス対象 CDP,総合科目,フレッシュマン・セミナー,
1104202,フレッシュマン・セミナー,2, 1.0,1,春AB,木2,"1H101,共同利用棟A201",木山 幸輔,これからの大学生活のあり方を共に考え、社会科学の特質と方法の学習に必要な基礎づくりをする。,社会2クラス対象 CDP,総合科目,フレッシュマン・セミナー,
1104302,フレッシュマン・セミナー,2, 1.0,1,春AB,木2,"1H101,1C403",南山 淳,これからの大学生活のあり方を共に考え、社会科学の特質と方法の学習に必要な基礎づくりをする。,社会3クラス対象 CDP,総合科目,フレッシュマン・セミナー,
1105102,フレッシュマン・セミナー,2, 1.0,1,春AB,木2,3A209,中野 優子,初年次において、大学と大学生活に関する理解を深めるとともに、国際関係をいかに学んでいくかについて教員とコミュニケーションを図りつつ共に考える。,国際1クラス対象 CDP 対面,総合科目,フレッシュマン・セミナー,
1105202,フレッシュマン・セミナー,2, 1.0,1,春AB,木2,3A207,鈴木 大三,初年次において、大学と大学生活に関する理解を深めるとともに、国際関係をいかに学んでいくかについて教員とコミュニケーションを図りつつ共に考える。,国際2クラス対象 CDP 対面,総合科目,フレッシュマン・セミナー,
1106102,フレッシュマン・セミナー,2, 1.0,1,春AB,木2,2A309,"佐藤 博志,德永 智子",「大学と大学生活に関する理解」を深め「学問研究への動機づけ」を高めると共に、教員と学生及び学生間の好ましい人間関係の成立を図るため、その内容と方法を組織する。,教育1・2クラス対象 その他の実施形態 対面とオンライン（オンデマンド型）の併用予定,総合科目,フレッシュマン・セミナー,
1107102,フレッシュマン・セミナー,2, 1.0,1,春AB,木2,2A409,青木 佐奈枝,大学と大学生活に関する理解を深め、学問研究への動機づけを高めるとともに、教員と学生及び学生間の好ましい人間関係の成立を図るため、その内容と方法を組織する。,心理1クラス対象 CDP その他の実施形態 対面とオンライン（オンデマンド型）の併用予定,総合科目,フレッシュマン・セミナー,
1107202,フレッシュマン・セミナー,2, 1.0,1,春AB,木2,2A410,佐藤 有耕,大学と大学生活に関する理解を深め、学問研究への動機づけを高めるとともに、教員と学生及び学生間の好ましい人間関係の成立を図るため、その内容と方法を組織する。,心理2クラス対象 CDP その他の実施形態 対面とオンライン（オンデマンド型）の併用予定,総合科目,フレッシュマン・セミナー,
1108102,フレッシュマン・セミナー,2, 1.0,1,春AB,木2,2A303,佐々木 銀河,大学と大学生活に関する理解を深め、「学問研究への動機付け」を高められるように、障害科学類のカリキュラム及び学生生活についてガイダンスを行うとともに、教員と学生及び学生間のコミュニケーションを図る。,障害1クラス対象、対面 CDP その他の実施形態 対面とオンライン（オンデマンド型）の併用予定,総合科目,フレッシュマン・セミナー,
1108202,フレッシュマン・セミナー,2, 1.0,1,春AB,木2,2A304,宮内 久絵,大学と大学生活に関する理解を深め、「学問研究への動機付け」を高められるように、障害科学類のカリキュラム及び学生生活についてガイダンスを行うとともに、教員と学生及び学生間のコミュニケーションを図る。,障害2クラス対象、対面 CDP その他の実施形態 対面とオンライン（オンデマンド型）の併用予定,総合科目,フレッシュマン・セミナー,
1109102,フレッシュマン・セミナー,2, 1.0,1,春AB,火4,2D205,三浦 謙治,"新入生としての自覚をもとに,大学生はどうあるべきかを討議し,どう進むべきかを思考するなど,大学生活をよりよく送るための導入を行う。",生物1クラス対象 CDP,総合科目,フレッシュマン・セミナー,
1109202,フレッシュマン・セミナー,2, 1.0,1,春AB,火4,2D206,豊福 雅典,"新入生としての自覚をもとに,大学生はどうあるべきかを討議し,どう進むべきかを思考するなど,大学生活をよりよく送るための導入を行う。",生物2クラス対象 CDP,総合科目,フレッシュマン・セミナー,
1109302,フレッシュマン・セミナー,2, 1.0,1,春AB,火4,2C403,平川 泰久,"新入生としての自覚をもとに,大学生はどうあるべきかを討議し,どう進むべきかを思考するなど,大学生活をよりよく送るための導入を行う。",生物3クラス対象 CDP,総合科目,フレッシュマン・セミナー,
1109402,フレッシュマン・セミナー,2, 1.0,1,春AB,火4,2C407,佐藤 幸恵,"新入生としての自覚をもとに,大学生はどうあるべきかを討議し,どう進むべきかを思考するなど,大学生活をよりよく送るための導入を行う。",生物4クラス対象 CDP,総合科目,フレッシュマン・セミナー,
1109502,フレッシュマン・セミナー,2, 1.0,1,秋AB,応談,,,"新入生としての自覚をもとに,大学生はどうあるべきかを討議し,どう進むべきかを思考するなど,大学生活をよりよく送るための導入を行う。",秋学期入学者対象 履修登録は事務で行う。 CDP 対象者が受講する場合に限り開講する。,総合科目,フレッシュマン・セミナー,
1110102,フレッシュマン・セミナー,2, 1.0,1,春AB,木2,2D307,石賀 康博,"筑波大学の各種の組織や運営,生物資源学類のカリキュラムのあり方,学問研究への方向づけ,クラス制度の役割,大学と社会,新しい人間関係の促進について指導に当たる。",資源1クラス対象 CDP その他の実施形態,総合科目,フレッシュマン・セミナー,
1110202,フレッシュマン・セミナー,2, 1.0,1,春AB,木2,2D303,足立 泰久,"筑波大学の各種の組織や運営,生物資源学類のカリキュラムのあり方,学問研究への方向づけ,クラス制度の役割,大学と社会,新しい人間関係の促進について指導に当たる。",資源2クラス対象 CDP その他の実施形態,総合科目,フレッシュマン・セミナー,
1110302,フレッシュマン・セミナー,2, 1.0,1,春AB,木2,2D304,内田 太郎,"筑波大学の各種の組織や運営,生物資源学類のカリキュラムのあり方,学問研究への方向づけ,クラス制度の役割,大学と社会,新しい人間関係の促進について指導に当たる。",資源3クラス対象 CDP その他の実施形態,総合科目,フレッシュマン・セミナー,
1110402,フレッシュマン・セミナー,2, 1.0,1,春AB,木2,2D305,柏原 真一,"筑波大学の各種の組織や運営,生物資源学類のカリキュラムのあり方,学問研究への方向づけ,クラス制度の役割,大学と社会,新しい人間関係の促進について指導に当たる。",資源4クラス対象 CDP その他の実施形態,総合科目,フレッシュマン・セミナー,
1110502,フレッシュマン・セミナー,2, 1.0,1,春AB,木2,2D306,繁森 英幸,初年次において、大学と大学生活に関する理解を深め、学問研究への動機付けを高めるための指導を行うとともに、教員と学生および学生間のコミュニケーションを深める。,資源5クラス対象 CDP その他の実施形態,総合科目,フレッシュマン・セミナー,
1111102,フレッシュマン・セミナー,2, 1.0,1,春AB,火4,1E102,高橋 純子,"学類の概要や,学習および学生生活に関する基本事項を確認するとともに,教員と学生および学生間のコミュニケーションを図る。",地球1クラス対象 CDP 対面,総合科目,フレッシュマン・セミナー,
1111202,フレッシュマン・セミナー,2, 1.0,1,春AB,火4,1E203,池端 慶,"学類の概要や,学習および学生生活に関する基本事項を確認するとともに,教員と学生および学生間のコミュニケーションを図る。",地球2クラス対象 CDP 対面,総合科目,フレッシュマン・セミナー,
1111302,フレッシュマン・セミナー,2, 1.0,1,秋A,集中,,"高橋 純子,池端 慶","学類の概要や,学習および学生生活に関する基本事項を確認するとともに,教員と学生および学生間のコミュニケーションを図る。",秋学期入学者対象 CDP 対面,総合科目,フレッシュマン・セミナー,
1112102,フレッシュマン・セミナー,2, 1.0,1,春AB,火4,1D201,"福島 竜輝,桑原 敏郎","クラス担任との話し合いを通じて,自然科学への理解を深める.",数学類対象 CDP 対面,総合科目,フレッシュマン・セミナー,
1113102,フレッシュマン・セミナー,2, 1.0,1,春AB,火4,1D204,小林 航,"グループ研究,研究施設見学,クラス担任との話し合いを通して,大学での勉学を効果的に進め,充実した学生生活を送るための知識・経験を身につける。",物理学類対象 CDP,総合科目,フレッシュマン・セミナー,
1114102,フレッシュマン・セミナー,2, 1.0,1,春AB,火4,1E303,"笹森 貴裕,大好 孝幸","クラス担任との話し合いを通じて,自然科学への理解を深める。",化学類1クラス対象 CDP,総合科目,フレッシュマン・セミナー,
1114202,フレッシュマン・セミナー,2, 1.0,1,春AB,火4,1E401,"大好 孝幸,笹森 貴裕","クラス担任との話し合いを通じて,自然科学への理解を深める。",化学類2クラス対象 CDP,総合科目,フレッシュマン・セミナー,
1115102,フレッシュマン・セミナー,2, 1.0,1,春AB,金2,"3A202,3A410",羽田 真毅,"大学生としての生活,学習についての指導を行いつつ,教員と学生及び学生間のコミュニケーションを図る。",応理1クラス対象 CDP G科目 その他の実施形態,総合科目,フレッシュマン・セミナー,
1115202,フレッシュマン・セミナー,2, 1.0,1,春AB,金2,"3A202,3B202",武安 光太郎,"大学生としての生活,学習についての指導を行いつつ,教員と学生及び学生間のコミュニケーションを図る。",応理2クラス対象 CDP G科目 その他の実施形態,総合科目,フレッシュマン・セミナー,
1115302,フレッシュマン・セミナー,2, 1.0,1,春AB,金2,"3A202,3B203",東郷 訓,"大学生としての生活,学習についての指導を行いつつ,教員と学生及び学生間のコミュニケーションを図る。",応理3クラス対象 CDP G科目 その他の実施形態,総合科目,フレッシュマン・セミナー,
1116102,フレッシュマン・セミナー,2, 1.0,1,春AB,金2,"3A204,3A311",星野 准一,"大学での生活,学習についての指導を行いつつ,教員と学生および学生間のコミュニケーションを図る。併せて,コンピュータ利用についてのガイダンスと施設見学、専門分野学習への動機付け支援を目的としてキャリア教育を行う。",工シス1クラス対象 CDP,総合科目,フレッシュマン・セミナー,
1116202,フレッシュマン・セミナー,2, 1.0,1,春AB,金2,"3A204,3B301",高安 亮紀,"大学での生活,学習についての指導を行いつつ,教員と学生および学生間のコミュニケーションを図る。併せて,コンピュータ利用についてのガイダンスと施設見学、専門分野学習への動機付け支援を目的としてキャリア教育を行う。",工シス2クラス対象 CDP,総合科目,フレッシュマン・セミナー,
1116302,フレッシュマン・セミナー,2, 1.0,1,春AB,金2,"3A204,3B304",松島 亘志,"大学での生活,学習についての指導を行いつつ,教員と学生および学生間のコミュニケーションを図る。併せて,コンピュータ利用についてのガイダンスと施設見学、専門分野学習への動機付け支援を目的としてキャリア教育を行う。",工シス3クラス対象 CDP,総合科目,フレッシュマン・セミナー,
1116402,フレッシュマン・セミナー,2, 1.0,1,春AB,金2,"3A204,3B305",秋元 祐太朗,"大学での生活,学習についての指導を行いつつ,教員と学生および学生間のコミュニケーションを図る。併せて,コンピュータ利用についてのガイダンスと施設見学、専門分野学習への動機付け支援を目的としてキャリア教育を行う。",工シス4クラス対象 CDP,総合科目,フレッシュマン・セミナー,
1117102,フレッシュマン・セミナー,2, 1.0,1,春AB,金2,3A207,ターンブル ステイーヴェン,初年次において、大学と大学生活に関する理解を深め、学問研究への動機付けを高めるための指導を行うとともに、教員と学生および学生間 のコミュニケーションを深める。,社工1クラス対象 CDP その他の実施形態 オンライン(オンデマンド型)＋一部対面,総合科目,フレッシュマン・セミナー,
1117202,フレッシュマン・セミナー,2, 1.0,1,春AB,金2,3A209,大久保 正勝,初年次において、大学と大学生活に関する理解を深め、学問研究への動機付けを高めるための指導を行うとともに、教員と学生および学生間 のコミュニケーションを深める。,社工2クラス対象 CDP その他の実施形態 オンライン(オンデマンド型)＋一部対面,総合科目,フレッシュマン・セミナー,
1117302,フレッシュマン・セミナー,2, 1.0,1,春AB,金2,3A301,Phung-Duc Tuan,初年次において、大学と大学生活に関する理解を深め、学問研究への動機付けを高めるための指導を行うとともに、教員と学生および学生間 のコミュニケーションを深める。,社工3クラス対象 CDP その他の実施形態 オンライン(オンデマンド型)＋一部対面,総合科目,フレッシュマン・セミナー,
1117402,フレッシュマン・セミナー,2, 1.0,1,春AB,金2,3A304,太田 充,初年次において、大学と大学生活に関する理解を深め、学問研究への動機付けを高めるための指導を行うとともに、教員と学生および学生間 のコミュニケーションを深める。,社工4クラス対象 CDP その他の実施形態 オンライン(オンデマンド型)＋一部対面,総合科目,フレッシュマン・セミナー,
1118102,フレッシュマン・セミナー,2, 1.0,1,春AB,木2,3A213,額田 彰,初年次において、大学と大学生活に関する理解を深め、学問研究への動機付けを高めるための指導を行うとともに、教員と学生および学生間のコミュニケーションを深める。,情報1クラス対象 CDP オンライン(オンデマンド型) オンライン(同時双方向型) 対面,総合科目,フレッシュマン・セミナー,
1118202,フレッシュマン・セミナー,2, 1.0,1,春AB,木2,3A214,秋本 洋平,初年次において、大学と大学生活に関する理解を深め、学問研究への動機付けを高めるための指導を行うとともに、教員と学生および学生間のコミュニケーションを深める。,情報2クラス対象 CDP オンライン(オンデマンド型) オンライン(同時双方向型) 対面,総合科目,フレッシュマン・セミナー,
1118302,フレッシュマン・セミナー,2, 1.0,1,春AB,木2,3A305,堀江 和正,初年次において、大学と大学生活に関する理解を深め、学問研究への動機付けを高めるための指導を行うとともに、教員と学生および学生間のコミュニケーションを深める。,情報3クラス対象 CDP オンライン(オンデマンド型) オンライン(同時双方向型) 対面,総合科目,フレッシュマン・セミナー,
1118402,フレッシュマン・セミナー,2, 1.0,1,春AB,木2,3A311,萬 礼応,初年次において、大学と大学生活に関する理解を深め、学問研究への動機付けを高めるための指導を行うとともに、教員と学生および学生間のコミュニケーションを深める。,情報4クラス対象 CDP オンライン(オンデマンド型) オンライン(同時双方向型) 対面,総合科目,フレッシュマン・セミナー,
1119102,フレッシュマン・セミナー,2, 1.0,1,春AB,火5,7A106,"三末 和男,若林 啓",初年次において、大学と大学生活に関する理解を深め、学問研究への 動機付けを高めるための指導を行うとともに、教員と学生および学生間のコミュニケーションを深める。,創成対象 CDP その他の実施形態,総合科目,フレッシュマン・セミナー,
1120102,フレッシュマン・セミナー,2, 1.0,1,春AB,水3,"7A101,春日講堂",吉田 右子,教室内外の活動を通して、大学と社会の関係や大学における生活、学問に対する取り組み方などについて指導を行いつつ、教員と学生間及び学生相互間のコミュニケーションを図る。,知識1年1クラスと2年次以上対象。 CDP 対面,総合科目,フレッシュマン・セミナー,
